pupil,school,minority,sex,ses,mathach
p5401,s7345,No,Female,0.762,16.98
p5402,s7345,No,Female,0.882,17.983
p5403,s7345,No,Female,1.372,12.787
p5404,s7345,Yes,Female,-1.528,8.788
p5405,s7345,No,Male,-1.618,11.919
p5406,s7345,No,Female,1.072,22.5
p5407,s7345,No,Female,0.692,11.07
p5408,s7345,No,Female,1.152,23.585
p5409,s7345,Yes,Female,-0.958,7.891
p5410,s7345,No,Male,0.602,0.908
p5411,s7345,No,Male,0.932,16.706
p5412,s7345,No,Female,-0.738,20.784
p5413,s7345,No,Female,0.672,15.539
p5414,s7345,No,Male,-0.188,12.904
p5415,s7345,No,Male,0.692,18.909
p5416,s7345,No,Male,0.292,16.652
p5417,s7345,No,Male,0.342,7.513
p5418,s7345,Yes,Female,0.052,12.848
p5419,s7345,Yes,Male,-2.078,13.047
p5420,s7345,No,Female,0.712,16.706
p5421,s7345,No,Female,0.352,1.817
p5422,s7345,Yes,Male,0.132,4.215
p5423,s7345,Yes,Female,-1.358,4.6
p5424,s7345,No,Male,0.892,22.313
p5425,s7345,No,Male,1.282,24.993
p5426,s7345,No,Female,-1.048,5.926
p5427,s7345,No,Male,0.452,12.123
p5428,s7345,Yes,Male,-0.988,1.442
p5429,s7345,No,Male,0.082,4.023
p5430,s7345,No,Male,0.602,2.126
p5431,s7345,Yes,Female,-0.358,9.098
p5432,s7345,No,Male,0.502,20.767
p5433,s7345,No,Male,-0.138,2.211
p5434,s7345,No,Female,-0.548,2.527
p5435,s7345,No,Male,0.812,9.764
p5436,s7345,No,Male,0.402,14.337
p5437,s7345,No,Female,-0.658,4.337
p5438,s7345,No,Male,0.472,17.513
p5439,s7345,Yes,Female,-0.798,8.157
p5440,s7345,No,Female,0.822,-0.184
p5441,s7345,Yes,Female,-1.098,2.354
p5442,s7345,No,Female,0.472,23.134
p5443,s7345,No,Female,0.162,10.009
p5444,s7345,Yes,Male,-0.668,3.361
p5445,s7345,No,Male,0.712,21.873
p5446,s7345,Yes,Male,-0.948,-2.541
p5447,s7345,No,Male,-0.898,8.231
p5448,s7345,No,Female,0.422,18.441
p5449,s7345,No,Male,1.082,20.589
p5450,s7345,No,Female,-0.348,10.969
p5451,s7345,No,Male,-0.288,12.16
p5452,s7345,No,Female,-0.808,9.696
p5453,s7364,No,Female,0.372,13.88
p5454,s7364,No,Female,-0.808,20.556
p5455,s7364,No,Female,-0.468,14.665
p5456,s7364,No,Female,0.322,5.486
p5457,s7364,No,Female,0.622,3.762
p5458,s7364,No,Female,0.022,13.928
p5459,s7364,No,Female,-0.688,17.348
p5460,s7364,No,Female,-0.988,14.867
p5461,s7364,No,Female,0.312,3.554
p5462,s7364,No,Female,-0.228,2.347
p5463,s7364,No,Female,0.472,16.485
p5464,s7364,No,Female,-1.268,5.058
p5465,s7364,No,Female,-0.038,19.836
p5466,s7364,No,Female,0.022,11.211
p5467,s7364,No,Female,-0.178,20.325
p5468,s7364,No,Female,0.352,21.139
p5469,s7364,No,Female,-0.168,22.678
p5470,s7364,No,Female,-0.688,10.454
p5471,s7364,No,Female,0.032,13.131
p5472,s7364,No,Female,-0.568,16.28
p5473,s7364,No,Female,0.202,7.12
p5474,s7364,No,Female,-0.208,8.839
p5475,s7364,No,Female,0.182,20.964
p5476,s7364,No,Female,0.202,22.854
p5477,s7364,No,Female,-0.378,10.174
p5478,s7364,No,Female,0.172,23.323
p5479,s7364,No,Female,-0.308,19.096
p5480,s7364,No,Female,-0.358,7.067
p5481,s7364,No,Female,0.622,14.833
p5482,s7364,No,Female,0.312,16.18
p5483,s7364,No,Female,-0.568,17.594
p5484,s7364,No,Female,0.442,14.201
p5485,s7364,Yes,Female,0.052,20.29
p5486,s7364,No,Female,-0.458,17.276
p5487,s7364,No,Female,-0.018,19.275
p5488,s7364,No,Female,0.082,10.848
p5489,s7364,No,Female,-0.238,6.015
p5490,s7364,No,Female,-0.778,11.335
p5491,s7364,No,Female,-0.228,6.571
p5492,s7364,No,Female,0.022,20.828
p5493,s7364,No,Female,-0.998,17.231
p5494,s7364,No,Female,0.962,15.407
p5495,s7364,No,Female,1.002,13.238
p5496,s7364,No,Female,-0.088,16.025
p5497,s7635,No,Male,0.012,12.162
p5498,s7635,No,Female,-0.588,11.307
p5499,s7635,No,Male,1.152,11.552
p5500,s7635,No,Male,0.672,22.526
p5501,s7635,No,Female,0.342,12.707
p5502,s7635,No,Male,0.152,22.138
p5503,s7635,No,Male,0.442,14.077
p5504,s7635,No,Female,0.102,7.494
p5505,s7635,No,Female,0.762,6.027
p5506,s7635,No,Male,-0.868,3.5
p5507,s7635,No,Female,-0.938,14.842
p5508,s7635,No,Female,-0.738,16.442
p5509,s7635,No,Female,-0.038,17.768
p5510,s7635,No,Male,0.392,4.995
p5511,s7635,No,Female,0.062,22.579
p5512,s7635,No,Male,0.242,13.082
p5513,s7635,No,Male,0.902,17.989
p5514,s7635,No,Male,0.242,7.741
p5515,s7635,No,Male,1.392,22.851
p5516,s7635,No,Male,0.702,22.055
p5517,s7635,No,Female,0.352,20.691
p5518,s7635,No,Male,1.512,14.823
p5519,s7635,No,Female,-0.978,21.445
p5520,s7635,No,Male,-1.228,6.225
p5521,s7635,No,Female,-0.408,17.049
p5522,s7635,No,Female,-0.138,15.203
p5523,s7635,No,Female,-0.008,19.989
p5524,s7635,No,Female,0.802,19.044
p5525,s7635,No,Male,0.422,7.703
p5526,s7635,No,Female,0.242,3.724
p5527,s7635,No,Female,-0.258,10.535
p5528,s7635,No,Male,1.132,23.81
p5529,s7635,No,Male,-1.238,5.479
p5530,s7635,No,Male,1.262,15.358
p5531,s7635,No,Female,-0.648,5.866
p5532,s7635,No,Female,0.872,13.84
p5533,s7635,No,Female,0.742,13.398
p5534,s7635,No,Female,0.332,21.319
p5535,s7635,No,Male,0.222,22.066
p5536,s7635,No,Female,0.942,19.816
p5537,s7635,No,Female,-0.018,24.479
p5538,s7635,No,Female,0.342,13.142
p5539,s7635,No,Female,0.342,12.406
p5540,s7635,No,Female,-0.008,19.964
p5541,s7635,No,Male,1.202,22.37
p5542,s7635,No,Female,0.532,14.713
p5543,s7635,No,Male,0.112,22.016
p5544,s7635,No,Female,-0.018,15.609
p5545,s7635,No,Male,-0.258,19.795
p5546,s7635,No,Female,1.182,14.077
p5547,s7635,No,Male,0.652,8.554
p5548,s7688,No,Male,-0.128,19.866
p5549,s7688,No,Male,-0.318,20.078
p5550,s7688,No,Male,1.182,22.085
p5551,s7688,No,Male,0.222,20.928
p5552,s7688,No,Male,-0.278,17.163
p5553,s7688,No,Male,0.272,21.563
p5554,s7688,No,Male,0.052,20.032
p5555,s7688,No,Male,0.392,22.94
p5556,s7688,No,Male,0.682,23.686
p5557,s7688,No,Male,0.032,22.745
p5558,s7688,No,Male,0.392,20.046
p5559,s7688,No,Male,-0.008,22.909
p5560,s7688,Yes,Male,0.792,24.993
p5561,s7688,No,Male,0.752,15.264
p5562,s7688,No,Male,1.162,15.466
p5563,s7688,No,Male,0.172,16.855
p5564,s7688,No,Male,0.482,23.161
p5565,s7688,No,Male,0.432,18.718
p5566,s7688,No,Male,0.482,14.266
p5567,s7688,No,Male,0.772,16.267
p5568,s7688,No,Male,0.522,23.238
p5569,s7688,No,Male,0.062,15.781
p5570,s7688,No,Male,0.292,18.63
p5571,s7688,No,Male,0.792,19.06
p5572,s7688,No,Male,0.592,1.277
p5573,s7688,No,Male,0.902,24.993
p5574,s7688,No,Male,1.422,22.69
p5575,s7688,No,Male,0.092,21.07
p5576,s7688,No,Male,0.552,9.156
p5577,s7688,No,Male,0.612,19.004
p5578,s7688,Yes,Male,0.612,9.587
p5579,s7688,Yes,Male,-0.628,18.504
p5580,s7688,No,Male,-0.708,15.485
p5581,s7688,No,Male,-0.468,16.216
p5582,s7688,No,Male,-0.298,13.484
p5583,s7688,No,Male,-0.938,20.978
p5584,s7688,No,Male,-0.068,12.146
p5585,s7688,No,Male,0.002,18.284
p5586,s7688,No,Male,0.572,10.582
p5587,s7688,No,Male,0.132,21.517
p5588,s7688,No,Male,0.112,13.738
p5589,s7688,No,Male,0.502,20.908
p5590,s7688,No,Male,0.362,19.624
p5591,s7688,No,Male,-0.638,15.24
p5592,s7688,Yes,Male,-0.398,24.479
p5593,s7688,No,Male,-0.008,22.907
p5594,s7688,No,Male,-0.308,15.23
p5595,s7688,Yes,Male,-0.078,20.502
p5596,s7688,No,Male,0.902,18.537
p5597,s7688,No,Male,0.712,17.258
p5598,s7688,No,Male,-1.278,19.567
p5599,s7688,No,Male,-0.488,16.252
p5600,s7688,No,Male,-0.658,19.391
p5601,s7688,No,Male,-0.288,20.459
p5602,s7697,No,Female,-0.408,6.779
p5603,s7697,No,Female,0.662,12.505
p5604,s7697,No,Male,0.692,19.844
p5605,s7697,No,Male,0.482,17.163
p5606,s7697,No,Female,-0.208,5.705
p5607,s7697,No,Male,0.252,22.973
p5608,s7697,No,Male,-0.718,13.179
p5609,s7697,No,Female,0.562,7.015
p5610,s7697,No,Male,0.122,14.254
p5611,s7697,No,Male,0.832,20.13
p5612,s7697,No,Male,0.002,5.148
p5613,s7697,No,Female,-0.008,11.475
p5614,s7697,No,Female,0.182,24.479
p5615,s7697,No,Female,0.742,23.398
p5616,s7697,No,Male,-0.158,10.116
p5617,s7697,No,Male,0.542,24.483
p5618,s7697,No,Male,0.502,24.993
p5619,s7697,No,Male,-0.158,20.226
p5620,s7697,No,Female,0.442,17.022
p5621,s7697,No,Male,0.822,23.464
p5622,s7697,No,Male,1.032,4.887
p5623,s7697,No,Male,0.272,21.848
p5624,s7697,No,Female,0.192,8.731
p5625,s7697,No,Male,-0.588,13.528
p5626,s7697,No,Male,0.872,11.62
p5627,s7697,No,Male,-0.228,18.395
p5628,s7697,No,Female,-1.118,6.574
p5629,s7697,No,Male,-1.078,18.805
p5630,s7697,No,Male,0.472,13.179
p5631,s7697,No,Male,0.802,23.185
p5632,s7697,No,Male,0.942,23.578
p5633,s7697,No,Female,1.512,14.416
p5634,s7734,No,Female,-0.658,16.44
p5635,s7734,No,Male,-1.238,4.132
p5636,s7734,No,Female,-0.188,7.044
p5637,s7734,No,Male,-1.278,24.041
p5638,s7734,Yes,Female,-1.128,1.824
p5639,s7734,Yes,Male,-1.128,5.118
p5640,s7734,Yes,Male,-0.388,2.528
p5641,s7734,No,Female,-0.878,5.194
p5642,s7734,Yes,Female,-1.968,-1.225
p5643,s7734,No,Male,1.512,13.759
p5644,s7734,Yes,Male,-0.638,17.054
p5645,s7734,No,Female,1.002,23.394
p5646,s7734,No,Female,-0.068,9.782
p5647,s7734,No,Male,0.412,17.271
p5648,s7734,No,Female,0.602,24.479
p5649,s7734,Yes,Female,0.202,16.148
p5650,s7734,Yes,Female,-1.518,0.554
p5651,s7734,Yes,Female,-1.548,-0.281
p5652,s7734,No,Female,-0.068,6.018
p5653,s7734,No,Male,0.192,23.062
p5654,s7734,Yes,Male,-0.388,9.841
p5655,s7734,No,Female,-1.168,6.135
p5656,s7890,No,Male,-0.618,17.17
p5657,s7890,No,Female,0.232,4.74
p5658,s7890,No,Female,0.032,3.377
p5659,s7890,No,Female,-0.678,22.189
p5660,s7890,No,Male,-0.168,16.495
p5661,s7890,No,Male,-0.828,15.574
p5662,s7890,No,Female,-0.528,12.044
p5663,s7890,No,Female,-1.488,3.628
p5664,s7890,No,Female,0.492,3.901
p5665,s7890,No,Male,-0.158,5.941
p5666,s7890,No,Female,-0.998,5.496
p5667,s7890,No,Male,-1.128,3.996
p5668,s7890,No,Male,0.282,4.556
p5669,s7890,No,Male,0.022,20.542
p5670,s7890,No,Female,-1.308,11.206
p5671,s7890,No,Female,-0.118,2.811
p5672,s7890,No,Female,-0.858,11.467
p5673,s7890,No,Female,-1.128,2.622
p5674,s7890,No,Male,-0.978,20.534
p5675,s7890,No,Female,-0.188,3.893
p5676,s7890,No,Female,-1.148,14.279
p5677,s7890,No,Male,-0.668,14.662
p5678,s7890,No,Male,-0.238,0.748
p5679,s7890,No,Female,-1.518,9.68
p5680,s7890,No,Male,-0.698,7.886
p5681,s7890,No,Male,-1.038,0.93
p5682,s7890,No,Male,0.002,5.211
p5683,s7890,No,Female,-0.198,11.992
p5684,s7890,No,Female,-1.428,3.371
p5685,s7890,No,Male,-0.338,16.809
p5686,s7890,No,Male,-0.938,3.478
p5687,s7890,No,Female,-0.148,7.774
p5688,s7890,No,Male,-0.488,4.439
p5689,s7890,Yes,Male,-0.868,9.35
p5690,s7890,Yes,Male,-0.358,-0.398
p5691,s7890,No,Male,0.112,20.468
p5692,s7890,No,Female,-1.038,10.16
p5693,s7890,No,Female,-0.738,8.787
p5694,s7890,No,Female,-0.388,8.954
p5695,s7890,No,Female,-1.388,2.434
p5696,s7890,No,Female,-0.118,3.295
p5697,s7890,No,Male,-0.368,6.893
p5698,s7890,No,Male,-1.598,3.414
p5699,s7890,No,Male,-1.148,9.28
p5700,s7890,No,Male,-0.168,8.322
p5701,s7890,Yes,Male,-0.318,6.22
p5702,s7890,No,Female,0.832,12.037
p5703,s7890,No,Male,-0.988,20.648
p5704,s7890,Yes,Male,0.802,3.744
p5705,s7890,Yes,Male,-0.048,-2.362
p5706,s7890,No,Female,0.082,0.709
p5707,s7919,No,Male,0.852,2.809
p5708,s7919,No,Female,1.022,7.788
p5709,s7919,No,Male,0.172,23.906
p5710,s7919,No,Female,0.552,13.8
p5711,s7919,No,Male,0.702,18.171
p5712,s7919,No,Male,-0.008,10.083
p5713,s7919,Yes,Female,0.762,9.891
p5714,s7919,No,Male,1.172,17.775
p5715,s7919,No,Male,0.952,22.519
p5716,s7919,No,Female,-0.068,23.007
p5717,s7919,No,Male,0.762,7.195
p5718,s7919,No,Male,0.612,13.475
p5719,s7919,No,Female,0.392,6.582
p5720,s7919,No,Male,-0.118,23.623
p5721,s7919,No,Male,-0.118,4.675
p5722,s7919,No,Male,-0.038,13.184
p5723,s7919,No,Male,0.062,19.14
p5724,s7919,No,Female,0.862,20.245
p5725,s7919,No,Female,0.132,0.767
p5726,s7919,No,Female,0.652,14.991
p5727,s7919,No,Male,0.412,18.484
p5728,s7919,No,Female,0.412,13.23
p5729,s7919,No,Female,0.962,18.608
p5730,s7919,No,Female,0.622,23.578
p5731,s7919,No,Male,-1.578,3.367
p5732,s7919,No,Male,0.302,10.437
p5733,s7919,No,Female,0.062,9.76
p5734,s7919,No,Female,-0.408,10.889
p5735,s7919,No,Male,1.012,21.741
p5736,s7919,No,Male,0.752,21.695
p5737,s7919,No,Female,0.802,23.323
p5738,s7919,No,Female,0.762,19.043
p5739,s7919,No,Male,0.762,18.921
p5740,s7919,No,Female,0.282,8
p5741,s7919,No,Male,0.862,21.539
p5742,s7919,No,Male,0.342,21.152
p5743,s7919,No,Male,1.262,12.056
p5744,s8009,Yes,Male,-0.148,5.6
p5745,s8009,Yes,Male,0.072,19.843
p5746,s8009,Yes,Male,0.332,5.359
p5747,s8009,No,Male,0.612,18.394
p5748,s8009,No,Male,0.882,17.807
p5749,s8009,No,Male,0.882,14.278
p5750,s8009,No,Male,0.922,12.072
p5751,s8009,No,Male,-0.798,3.5
p5752,s8009,No,Male,0.892,17.958
p5753,s8009,Yes,Male,1.252,22.772
p5754,s8009,No,Male,-0.588,12.224
p5755,s8009,No,Male,0.912,15.402
p5756,s8009,No,Male,0.902,13.255
p5757,s8009,No,Male,0.932,14.514
p5758,s8009,Yes,Male,1.072,16.396
p5759,s8009,No,Male,0.412,19.565
p5760,s8009,No,Male,1.422,22.208
p5761,s8009,Yes,Male,1.192,9.52
p5762,s8009,No,Male,0.482,17.953
p5763,s8009,Yes,Male,1.102,6.149
p5764,s8009,No,Male,0.972,22.365
p5765,s8009,No,Male,0.282,11.063
p5766,s8009,Yes,Male,0.672,17.724
p5767,s8009,No,Male,1.072,15.422
p5768,s8009,No,Male,0.522,9.718
p5769,s8009,Yes,Male,0.892,9.78
p5770,s8009,Yes,Male,-0.388,19.686
p5771,s8009,No,Male,0.042,18.604
p5772,s8009,No,Male,0.302,6.153
p5773,s8009,No,Male,1.072,22.373
p5774,s8009,No,Male,0.002,13.331
p5775,s8009,No,Male,0.612,7.824
p5776,s8009,No,Male,-0.358,11.307
p5777,s8009,No,Male,0.502,18.814
p5778,s8009,No,Male,0.662,16.452
p5779,s8009,Yes,Male,0.652,9.311
p5780,s8009,No,Male,1.072,17.305
p5781,s8009,Yes,Male,0.792,-1.524
p5782,s8009,Yes,Male,-0.268,13.108
p5783,s8009,No,Male,0.382,14.931
p5784,s8009,No,Male,0.632,6.568
p5785,s8009,No,Male,0.452,14.061
p5786,s8009,Yes,Male,-0.618,20.828
p5787,s8009,No,Male,0.792,10.58
p5788,s8009,No,Male,0.672,13.147
p5789,s8009,Yes,Male,0.852,21.497
p5790,s8009,Yes,Male,-0.778,16.785
p5791,s8150,No,Female,0.322,12.693
p5792,s8150,No,Female,0.202,18.295
p5793,s8150,No,Female,-0.278,13.881
p5794,s8150,No,Female,1.182,21.186
p5795,s8150,No,Female,0.852,17.769
p5796,s8150,No,Male,0.032,10.399
p5797,s8150,No,Female,0.722,12.088
p5798,s8150,No,Female,0.302,7.369
p5799,s8150,No,Female,-0.358,8.555
p5800,s8150,No,Male,-0.318,14.947
p5801,s8150,No,Female,1.072,13.543
p5802,s8150,Yes,Female,0.902,16.405
p5803,s8150,No,Female,1.012,11.288
p5804,s8150,No,Female,-1.578,17.756
p5805,s8150,No,Male,1.132,13.66
p5806,s8150,No,Female,-0.198,24.355
p5807,s8150,Yes,Female,0.812,17.045
p5808,s8150,No,Male,-0.468,18.368
p5809,s8150,No,Male,0.612,17.82
p5810,s8150,No,Female,-0.548,5.523
p5811,s8150,No,Male,1.102,16.475
p5812,s8150,No,Male,-0.328,22.854
p5813,s8150,No,Male,-0.588,19.189
p5814,s8150,No,Female,1.072,17.889
p5815,s8150,No,Female,0.042,6.878
p5816,s8150,No,Female,0.532,22.854
p5817,s8150,No,Male,0.462,13.313
p5818,s8150,No,Female,0.542,18.002
p5819,s8150,No,Female,0.752,10.482
p5820,s8150,Yes,Male,0.582,6.106
p5821,s8150,No,Male,-0.208,13.779
p5822,s8150,No,Female,-0.638,17.846
p5823,s8150,No,Male,1.212,6.772
p5824,s8150,No,Female,0.752,23.58
p5825,s8150,No,Female,0.282,14.843
p5826,s8150,No,Female,0.512,15.244
p5827,s8150,No,Female,0.302,3.347
p5828,s8150,No,Male,-0.108,12.782
p5829,s8150,No,Male,0.282,20.296
p5830,s8150,No,Female,-0.118,14.334
p5831,s8150,No,Female,0.312,13.557
p5832,s8150,No,Female,-0.118,15.888
p5833,s8150,No,Male,0.602,14.356
p5834,s8150,Yes,Male,0.812,19.893
p5835,s8165,No,Male,-0.138,23.772
p5836,s8165,No,Male,-0.438,14.389
p5837,s8165,No,Male,0.222,20.781
p5838,s8165,No,Male,-0.138,24.252
p5839,s8165,No,Male,-0.298,20.564
p5840,s8165,No,Male,-0.038,14.879
p5841,s8165,No,Male,0.592,18.788
p5842,s8165,No,Male,0.942,14.578
p5843,s8165,No,Male,1.192,17.03
p5844,s8165,No,Male,0.062,20.945
p5845,s8165,No,Male,-0.678,11.244
p5846,s8165,No,Male,0.332,10.989
p5847,s8165,No,Male,0.192,12.644
p5848,s8165,No,Male,0.092,10.442
p5849,s8165,No,Male,-0.858,-0.179
p5850,s8165,No,Male,-0.498,10.661
p5851,s8165,No,Male,0.442,11.027
p5852,s8165,No,Male,0.732,14.89
p5853,s8165,No,Male,0.572,22.771
p5854,s8165,Yes,Male,-1.058,15.539
p5855,s8165,No,Male,1.192,18.822
p5856,s8165,No,Male,1.332,21.185
p5857,s8165,Yes,Male,-0.588,20.399
p5858,s8165,No,Male,0.282,21.797
p5859,s8165,No,Male,0.292,19.475
p5860,s8165,No,Male,0.402,10.665
p5861,s8165,No,Male,0.152,23.065
p5862,s8165,No,Male,0.762,17.969
p5863,s8165,No,Male,0.042,20.551
p5864,s8165,No,Male,-0.298,13.492
p5865,s8165,No,Male,1.122,18.215
p5866,s8165,No,Male,-0.428,18.196
p5867,s8165,No,Male,0.462,8.984
p5868,s8165,No,Male,1.342,19.679
p5869,s8165,No,Male,1.272,22.37
p5870,s8165,No,Male,1.452,22.685
p5871,s8165,No,Male,0.892,23.591
p5872,s8165,No,Male,0.842,5.55
p5873,s8165,No,Male,0.112,11.24
p5874,s8165,No,Male,0.112,15.648
p5875,s8165,Yes,Male,-0.588,19.391
p5876,s8165,No,Male,0.152,21.324
p5877,s8165,No,Male,1.132,15.071
p5878,s8165,No,Male,-0.158,13.869
p5879,s8165,No,Male,1.102,12.676
p5880,s8165,No,Male,0.732,9.695
p5881,s8165,No,Male,0.252,15.445
p5882,s8165,No,Male,0.032,12.608
p5883,s8165,No,Male,0.502,22.447
p5884,s8175,Yes,Female,0.602,12.09
p5885,s8175,Yes,Male,-0.958,7.272
p5886,s8175,No,Male,0.012,5.683
p5887,s8175,No,Male,0.152,5.73
p5888,s8175,No,Female,-0.468,7.097
p5889,s8175,Yes,Female,-0.768,18.416
p5890,s8175,Yes,Male,-0.068,15.927
p5891,s8175,No,Male,-0.818,4.507
p5892,s8175,No,Female,0.532,14.017
p5893,s8175,Yes,Male,-0.218,9.202
p5894,s8175,Yes,Male,0.622,3.514
p5895,s8175,Yes,Female,0.112,13.703
p5896,s8175,Yes,Male,1.022,14.958
p5897,s8175,Yes,Female,-1.498,5.441
p5898,s8175,Yes,Male,0.322,19.822
p5899,s8175,Yes,Male,-0.478,23.689
p5900,s8175,Yes,Male,-0.738,17.255
p5901,s8175,No,Female,-0.298,11.531
p5902,s8175,Yes,Female,-0.498,4.141
p5903,s8175,Yes,Female,-0.798,10.793
p5904,s8175,Yes,Female,0.592,10.244
p5905,s8175,No,Male,0.792,6.351
p5906,s8175,Yes,Female,-1.178,14.173
p5907,s8175,Yes,Female,-0.148,5.284
p5908,s8175,Yes,Male,-0.968,15.894
p5909,s8175,Yes,Female,0.342,11.259
p5910,s8175,No,Female,-0.298,4.705
p5911,s8175,Yes,Female,-1.288,14.307
p5912,s8175,Yes,Male,-1.058,3.792
p5913,s8175,No,Male,0.472,24.479
p5914,s8175,No,Male,0.962,15.825
p5915,s8175,No,Male,-0.158,11.356
p5916,s8175,No,Female,0.502,23.58
p5917,s8188,No,Male,0.382,23.487
p5918,s8188,No,Male,-0.308,3.545
p5919,s8188,No,Female,-0.268,16.653
p5920,s8188,No,Female,1.012,19.535
p5921,s8188,No,Female,-0.018,14.778
p5922,s8188,Yes,Female,-0.128,2.691
p5923,s8188,No,Female,-1.238,5.56
p5924,s8188,No,Female,0.552,7.77
p5925,s8188,Yes,Female,1.072,8.629
p5926,s8188,No,Female,-0.328,5.678
p5927,s8188,No,Female,-0.838,10.259
p5928,s8188,No,Male,-0.608,2.909
p5929,s8188,No,Male,1.022,9.751
p5930,s8188,No,Female,0.642,16.338
p5931,s8188,No,Female,0.182,15.216
p5932,s8188,No,Male,0.612,15.58
p5933,s8188,No,Female,0.722,18.042
p5934,s8188,Yes,Female,-0.358,5.127
p5935,s8188,No,Female,0.112,22.354
p5936,s8188,No,Female,-0.838,8.841
p5937,s8188,No,Female,0.212,14.848
p5938,s8188,No,Male,1.072,22.705
p5939,s8188,No,Female,0.142,12.023
p5940,s8188,Yes,Male,0.522,7.426
p5941,s8188,No,Female,0.242,22.365
p5942,s8188,No,Female,1.072,14.47
p5943,s8188,No,Female,-0.138,17.763
p5944,s8188,Yes,Female,-0.948,2.063
p5945,s8188,No,Male,-0.538,20.627
p5946,s8188,No,Female,1.152,15.196
p5947,s8193,No,Male,0.402,19.699
p5948,s8193,No,Male,-0.628,20.945
p5949,s8193,Yes,Male,1.172,14.408
p5950,s8193,No,Male,0.802,20.161
p5951,s8193,No,Male,-0.898,15.639
p5952,s8193,Yes,Male,0.032,17.554
p5953,s8193,No,Male,0.582,17.143
p5954,s8193,No,Male,0.572,18.91
p5955,s8193,No,Male,-0.908,21.674
p5956,s8193,Yes,Male,-0.688,9.681
p5957,s8193,Yes,Male,-0.808,20.216
p5958,s8193,No,Male,-0.338,15.235
p5959,s8193,Yes,Male,-0.918,12.885
p5960,s8193,No,Male,0.052,15.969
p5961,s8193,No,Male,0.802,19.632
p5962,s8193,No,Male,0.462,12.644
p5963,s8193,Yes,Male,-0.348,10.102
p5964,s8193,No,Male,-0.828,10.748
p5965,s8193,Yes,Male,0.242,18.63
p5966,s8193,No,Male,-0.108,17.734
p5967,s8193,No,Male,0.492,18.406
p5968,s8193,No,Male,-0.028,16.743
p5969,s8193,No,Male,-0.438,16.939
p5970,s8193,No,Male,0.322,24.993
p5971,s8193,Yes,Male,-0.858,13.04
p5972,s8193,No,Male,-0.468,16.311
p5973,s8193,No,Male,-0.738,13.252
p5974,s8193,No,Male,-0.458,13.981
p5975,s8193,No,Male,0.422,15.969
p5976,s8193,Yes,Male,-0.418,7.212
p5977,s8193,No,Male,-0.378,5.189
p5978,s8193,No,Male,-0.258,20.625
p5979,s8193,No,Male,-0.008,17.594
p5980,s8193,No,Male,-0.378,19.092
p5981,s8193,No,Male,-0.178,10.985
p5982,s8193,No,Male,-0.008,17.109
p5983,s8193,Yes,Male,-1.588,13.276
p5984,s8193,No,Male,-0.328,22.475
p5985,s8193,No,Male,-0.008,22.079
p5986,s8193,No,Male,-0.288,21.893
p5987,s8193,No,Male,0.472,17.554
p5988,s8193,No,Male,-0.618,12.674
p5989,s8193,Yes,Male,-0.508,10.987
p5990,s8202,No,Male,-0.248,11.137
p5991,s8202,No,Female,-0.818,6.469
p5992,s8202,No,Male,1.312,24.107
p5993,s8202,No,Female,0.242,-2.832
p5994,s8202,No,Male,-0.298,13.651
p5995,s8202,No,Female,-0.648,7.709
p5996,s8202,Yes,Female,-0.188,1.062
p5997,s8202,No,Female,0.452,14.051
p5998,s8202,No,Female,-0.488,10.061
p5999,s8202,No,Female,0.972,24.993
p6000,s8202,No,Female,-0.148,2.165
p6001,s8202,No,Male,-0.918,16.59
p6002,s8202,No,Female,-0.538,18.113
p6003,s8202,No,Male,1.172,18.46
p6004,s8202,Yes,Female,-0.098,5.758
p6005,s8202,No,Male,1.282,24.421
p6006,s8202,No,Female,-0.278,14.518
p6007,s8202,No,Male,1.082,21.435
p6008,s8202,Yes,Female,0.212,3.445
p6009,s8202,Yes,Female,-0.718,16.791
p6010,s8202,No,Female,1.242,5.585
p6011,s8202,No,Male,0.582,8.439
p6012,s8202,No,Male,1.222,19.67
p6013,s8202,No,Female,-0.098,7.448
p6014,s8202,Yes,Female,-0.068,0.787
p6015,s8202,No,Male,0.092,15.89
p6016,s8202,No,Male,0.622,4.778
p6017,s8202,No,Female,0.762,8.796
p6018,s8202,No,Female,-0.188,6.546
p6019,s8202,No,Male,-0.548,14.841
p6020,s8202,Yes,Male,-1.168,2.783
p6021,s8202,No,Female,-0.138,5.286
p6022,s8202,No,Male,0.142,24.421
p6023,s8202,No,Male,-0.038,16.166
p6024,s8202,No,Female,-0.758,16.395
p6025,s8357,No,Female,-0.898,7.387
p6026,s8357,No,Male,-0.408,13.984
p6027,s8357,No,Male,1.132,19.244
p6028,s8357,No,Female,-1.288,7.075
p6029,s8357,No,Female,0.382,11.736
p6030,s8357,No,Female,0.042,12.51
p6031,s8357,No,Female,0.682,1.017
p6032,s8357,No,Female,0.182,18.33
p6033,s8357,No,Male,-3.758,3.671
p6034,s8357,No,Male,0.752,24.386
p6035,s8357,No,Female,0.432,21.836
p6036,s8357,No,Male,-0.498,22.359
p6037,s8357,No,Female,-0.278,16.401
p6038,s8357,No,Male,1.092,20.252
p6039,s8357,No,Male,-0.678,15.547
p6040,s8357,Yes,Male,-1.398,1.681
p6041,s8357,No,Female,-0.068,14.133
p6042,s8357,No,Female,0.202,20.013
