year,gender,nativeBorn,ageGroup,educGroup,vocab,age,educ
2008,male,yes,18-29,12 yrs,6,23,12
2008,male,yes,30-39,13-15 yrs,7,35,15
2008,male,yes,50-59,>16 yrs,6,58,19
2008,female,no,50-59,13-15 yrs,3,55,15
2008,female,yes,30-39,13-15 yrs,6,35,15
2008,male,yes,30-39,>16 yrs,7,32,19
2008,female,yes,30-39,12 yrs,4,38,12
2008,female,yes,60+,12 yrs,7,72,12
2008,female,yes,40-49,13-15 yrs,5,49,14
2008,female,yes,50-59,12 yrs,7,50,12
2008,female,yes,30-39,13-15 yrs,5,30,14
2008,female,yes,40-49,12 yrs,2,44,12
2008,female,yes,50-59,12 yrs,7,55,12
2008,female,yes,40-49,13-15 yrs,6,47,13
2008,female,no,18-29,13-15 yrs,6,19,14
2008,male,yes,50-59,16 yrs,6,56,16
2008,female,yes,60+,12 yrs,7,67,12
2008,male,yes,50-59,<12 yrs,4,54,10
2008,male,yes,40-49,<12 yrs,3,43,10
2008,male,yes,40-49,<12 yrs,4,46,11
2008,male,yes,60+,16 yrs,5,74,16
2008,female,yes,60+,12 yrs,8,61,12
2008,male,yes,60+,16 yrs,5,62,16
2008,male,yes,50-59,12 yrs,6,53,12
2008,female,yes,40-49,13-15 yrs,8,48,14
2008,female,yes,40-49,12 yrs,7,43,12
2008,male,yes,18-29,<12 yrs,2,21,9
2008,male,yes,40-49,13-15 yrs,5,40,14
2008,male,yes,40-49,12 yrs,5,49,12
2008,female,yes,60+,12 yrs,7,63,12
2008,male,yes,60+,12 yrs,6,60,12
2008,female,yes,50-59,12 yrs,6,57,12
2008,female,yes,18-29,<12 yrs,5,29,11
2008,female,yes,30-39,12 yrs,5,37,12
2008,male,yes,60+,12 yrs,4,74,12
2008,female,yes,60+,12 yrs,6,68,12
2008,female,yes,60+,12 yrs,7,66,12
2008,male,yes,40-49,12 yrs,6,49,12
2008,male,yes,40-49,12 yrs,5,47,12
2008,male,yes,60+,12 yrs,6,61,12
2008,male,yes,60+,<12 yrs,7,71,10
2008,male,yes,60+,12 yrs,5,64,12
2008,male,yes,60+,12 yrs,6,65,12
2008,male,yes,40-49,12 yrs,2,47,12
2008,male,yes,30-39,12 yrs,5,31,12
2008,male,yes,40-49,12 yrs,4,41,12
2008,male,yes,30-39,13-15 yrs,6,35,14
2008,male,yes,60+,<12 yrs,5,72,10
2008,female,yes,50-59,12 yrs,5,55,12
2008,female,yes,18-29,12 yrs,3,26,12
2008,female,yes,30-39,13-15 yrs,6,34,15
2008,female,yes,50-59,12 yrs,7,54,12
2008,female,yes,60+,<12 yrs,3,63,8
2008,female,yes,18-29,13-15 yrs,6,25,15
2008,female,yes,18-29,13-15 yrs,3,22,14
2008,female,yes,18-29,12 yrs,6,24,12
2008,male,yes,60+,<12 yrs,1,72,0
2008,male,yes,60+,<12 yrs,0,75,11
2008,male,yes,30-39,<12 yrs,1,31,11
2008,male,yes,50-59,<12 yrs,4,57,7
2008,male,yes,50-59,12 yrs,4,52,12
2008,male,yes,60+,12 yrs,9,70,12
2008,male,yes,60+,<12 yrs,1,89,8
2008,female,yes,50-59,<12 yrs,6,57,11
2008,male,yes,40-49,12 yrs,6,45,12
2008,female,yes,60+,13-15 yrs,7,75,15
2008,female,yes,18-29,13-15 yrs,4,22,13
2008,male,yes,40-49,<12 yrs,3,47,11
2008,male,yes,18-29,16 yrs,6,29,16
2008,female,yes,40-49,12 yrs,7,47,12
2008,female,yes,30-39,13-15 yrs,8,38,15
2008,female,yes,40-49,13-15 yrs,5,47,14
2008,female,yes,50-59,<12 yrs,6,51,8
2008,female,yes,60+,12 yrs,8,81,12
2008,female,yes,60+,12 yrs,6,63,12
2008,female,yes,50-59,<12 yrs,6,54,9
2008,male,yes,50-59,12 yrs,5,51,12
2008,female,yes,18-29,<12 yrs,5,21,10
2008,female,yes,18-29,<12 yrs,6,21,11
2008,female,yes,18-29,12 yrs,7,19,12
2008,male,yes,60+,<12 yrs,4,74,8
2008,female,yes,50-59,>16 yrs,8,50,17
2008,female,yes,60+,13-15 yrs,5,67,14
2008,male,yes,18-29,13-15 yrs,7,29,13
2008,female,yes,50-59,<12 yrs,4,52,9
2008,male,yes,30-39,12 yrs,4,35,12
2008,female,yes,40-49,12 yrs,6,49,12
2008,female,yes,40-49,13-15 yrs,5,46,13
2008,male,yes,50-59,>16 yrs,7,50,17
2008,female,yes,60+,12 yrs,6,66,12
2008,male,yes,18-29,12 yrs,4,19,12
2008,female,yes,50-59,<12 yrs,7,58,11
2008,male,yes,60+,13-15 yrs,4,71,13
2008,male,yes,30-39,12 yrs,4,31,12
2008,female,yes,60+,12 yrs,4,66,12
2008,female,yes,60+,12 yrs,6,69,12
2008,female,yes,40-49,13-15 yrs,8,49,14
2008,female,yes,50-59,12 yrs,4,59,12
2008,female,yes,30-39,<12 yrs,1,36,11
2008,male,yes,18-29,<12 yrs,6,21,8
2008,male,yes,60+,12 yrs,4,76,12
2008,male,yes,40-49,13-15 yrs,6,44,15
2008,female,yes,30-39,16 yrs,8,37,16
2008,male,yes,60+,13-15 yrs,10,67,14
2008,male,yes,40-49,16 yrs,6,47,16
2008,female,yes,40-49,>16 yrs,5,44,18
2008,male,yes,50-59,12 yrs,5,56,12
2008,male,yes,40-49,>16 yrs,7,41,20
2008,male,yes,60+,<12 yrs,3,81,11
2008,male,yes,40-49,>16 yrs,9,44,18
2008,female,yes,50-59,13-15 yrs,9,51,14
2008,male,yes,30-39,16 yrs,6,36,16
2008,male,yes,40-49,12 yrs,5,47,12
2008,female,yes,40-49,12 yrs,6,43,12
2008,female,yes,60+,<12 yrs,6,60,10
2008,female,yes,50-59,13-15 yrs,7,57,14
2008,female,yes,40-49,>16 yrs,5,41,17
2008,male,yes,18-29,16 yrs,7,28,16
2008,female,yes,40-49,13-15 yrs,7,48,13
2008,male,yes,60+,12 yrs,5,67,12
2008,male,yes,60+,12 yrs,5,68,12
2008,male,yes,40-49,12 yrs,3,45,12
2008,female,yes,60+,12 yrs,6,70,12
2008,male,yes,30-39,<12 yrs,6,30,11
2008,male,yes,50-59,12 yrs,5,55,12
2008,male,yes,50-59,12 yrs,4,52,12
2008,female,yes,30-39,12 yrs,5,34,12
2008,male,yes,60+,<12 yrs,4,65,9
2008,female,yes,50-59,12 yrs,6,53,12
2008,male,yes,50-59,12 yrs,7,55,12
2008,male,yes,60+,12 yrs,8,65,12
2008,female,yes,18-29,13-15 yrs,6,28,13
2008,female,yes,60+,<12 yrs,5,81,6
2008,male,yes,18-29,<12 yrs,6,28,11
2008,female,yes,50-59,12 yrs,7,53,12
2008,female,yes,60+,<12 yrs,1,66,9
2008,female,yes,18-29,13-15 yrs,5,29,13
2008,female,yes,50-59,>16 yrs,6,57,18
2008,male,yes,60+,12 yrs,NA,67,12
2008,female,yes,50-59,12 yrs,5,58,12
2008,female,yes,30-39,13-15 yrs,6,35,13
2008,female,yes,18-29,<12 yrs,2,29,11
2008,male,yes,30-39,<12 yrs,0,30,10
2008,female,yes,50-59,12 yrs,6,56,12
2008,female,yes,30-39,13-15 yrs,6,32,14
2008,male,yes,50-59,<12 yrs,3,55,8
2008,male,yes,18-29,<12 yrs,5,24,11
2008,female,yes,30-39,12 yrs,8,34,12
2008,male,yes,18-29,<12 yrs,4,28,7
2008,male,yes,40-49,<12 yrs,5,44,11
2008,female,yes,50-59,<12 yrs,5,54,9
2008,male,yes,40-49,<12 yrs,5,48,11
2008,male,yes,40-49,12 yrs,6,41,12
2008,male,yes,18-29,12 yrs,4,20,12
2008,male,yes,60+,12 yrs,8,61,12
2008,female,yes,60+,12 yrs,4,67,12
2008,male,yes,30-39,13-15 yrs,6,35,13
2008,male,no,30-39,<12 yrs,5,37,6
2008,female,no,18-29,<12 yrs,5,28,6
2008,female,yes,30-39,13-15 yrs,6,32,14
2008,male,yes,60+,<12 yrs,5,61,11
2008,female,yes,50-59,13-15 yrs,9,53,14
2008,female,no,30-39,12 yrs,3,35,12
2008,female,yes,40-49,13-15 yrs,5,41,13
2008,male,yes,50-59,<12 yrs,4,59,8
2008,female,yes,60+,12 yrs,4,60,12
2008,female,yes,30-39,13-15 yrs,8,39,13
2008,male,yes,60+,12 yrs,3,62,12
2008,female,yes,40-49,12 yrs,6,47,12
2008,female,yes,50-59,13-15 yrs,5,51,13
2008,female,yes,18-29,12 yrs,6,26,12
2008,female,yes,60+,13-15 yrs,6,75,14
2008,male,yes,30-39,>16 yrs,7,37,19
2008,female,yes,50-59,<12 yrs,6,53,11
2008,female,yes,30-39,>16 yrs,5,36,18
2008,female,yes,60+,13-15 yrs,9,78,15
2008,male,yes,18-29,16 yrs,6,28,16
2008,male,yes,18-29,13-15 yrs,6,28,14
2008,female,yes,40-49,16 yrs,7,46,16
2008,male,yes,40-49,12 yrs,9,41,12
2008,female,yes,30-39,<12 yrs,7,34,10
2008,male,yes,18-29,13-15 yrs,6,19,13
2008,female,yes,30-39,13-15 yrs,8,32,13
2008,female,yes,30-39,12 yrs,5,34,12
2008,male,yes,60+,12 yrs,4,62,12
2008,female,yes,18-29,>16 yrs,6,28,18
2008,female,no,60+,<12 yrs,2,82,9
2008,female,yes,60+,16 yrs,8,71,16
2008,female,yes,30-39,12 yrs,6,34,12
2008,male,yes,60+,13-15 yrs,6,65,13
2008,male,no,60+,12 yrs,4,61,12
2008,male,yes,50-59,12 yrs,6,55,12
2008,female,yes,60+,12 yrs,10,76,12
2008,female,yes,NA,16 yrs,9,NA,16
2008,male,yes,40-49,12 yrs,6,49,12
2008,male,no,30-39,13-15 yrs,7,32,14
2008,male,yes,60+,<12 yrs,5,60,11
2008,male,yes,50-59,13-15 yrs,5,50,14
2008,female,yes,30-39,<12 yrs,4,31,10
2008,male,yes,50-59,13-15 yrs,7,54,14
2008,female,yes,40-49,>16 yrs,10,46,18
2008,female,yes,40-49,12 yrs,4,49,12
2008,female,yes,30-39,12 yrs,6,32,12
2008,male,yes,60+,12 yrs,7,64,12
2008,male,yes,50-59,13-15 yrs,4,55,13
2008,female,yes,30-39,>16 yrs,7,35,18
2008,male,yes,18-29,>16 yrs,5,27,17
2008,female,yes,50-59,12 yrs,8,50,12
2008,male,no,50-59,<12 yrs,3,53,9
2008,female,yes,60+,<12 yrs,3,60,9
2008,female,yes,60+,<12 yrs,5,80,9
2008,male,yes,30-39,16 yrs,6,30,16
2008,male,yes,30-39,13-15 yrs,6,31,14
2008,female,yes,60+,12 yrs,8,80,12
2008,male,yes,40-49,13-15 yrs,2,43,14
2008,female,yes,40-49,12 yrs,6,49,12
2008,female,yes,30-39,16 yrs,7,38,16
2008,male,yes,60+,12 yrs,9,67,12
2008,female,yes,60+,>16 yrs,9,75,20
2008,female,no,50-59,13-15 yrs,8,52,14
2008,male,yes,30-39,13-15 yrs,8,33,14
2008,male,yes,18-29,13-15 yrs,8,21,15
2008,female,yes,60+,12 yrs,5,69,12
2008,male,yes,60+,12 yrs,9,83,12
2008,female,yes,60+,13-15 yrs,9,61,15
2008,male,yes,30-39,13-15 yrs,5,34,15
2008,female,yes,18-29,13-15 yrs,5,26,13
2008,female,yes,60+,<12 yrs,7,81,11
2008,male,yes,50-59,<12 yrs,5,51,11
2008,female,no,50-59,12 yrs,8,51,12
2008,male,yes,50-59,16 yrs,7,58,16
2008,male,yes,30-39,>16 yrs,6,36,17
2008,male,yes,60+,13-15 yrs,6,64,14
2008,male,yes,40-49,12 yrs,9,43,12
2008,male,yes,50-59,12 yrs,6,51,12
2008,female,yes,30-39,12 yrs,6,35,12
2008,male,yes,30-39,<12 yrs,5,37,11
2008,female,no,50-59,13-15 yrs,7,56,13
2008,male,yes,60+,16 yrs,8,64,16
2008,male,yes,60+,16 yrs,10,68,16
2008,female,yes,40-49,13-15 yrs,10,49,14
2008,female,yes,60+,<12 yrs,6,71,11
2008,female,yes,40-49,13-15 yrs,6,43,13
2008,male,yes,18-29,12 yrs,5,20,12
2008,female,yes,50-59,13-15 yrs,8,50,13
2008,female,no,30-39,16 yrs,5,36,16
2008,male,yes,18-29,13-15 yrs,7,21,14
2008,female,yes,60+,12 yrs,6,60,12
2008,female,yes,NA,13-15 yrs,6,NA,15
2008,male,yes,30-39,13-15 yrs,7,34,13
2008,female,yes,60+,12 yrs,3,88,12
2008,male,yes,30-39,16 yrs,9,31,16
2008,female,yes,30-39,12 yrs,6,31,12
2008,female,yes,60+,12 yrs,5,81,12
2008,male,yes,18-29,<12 yrs,5,23,11
2008,female,yes,30-39,16 yrs,8,30,16
2008,female,yes,60+,16 yrs,7,72,16
2008,female,no,50-59,16 yrs,5,55,16
2008,female,yes,30-39,>16 yrs,8,35,18
2008,female,yes,60+,12 yrs,6,75,12
2008,female,yes,60+,12 yrs,6,70,12
2008,male,yes,40-49,13-15 yrs,6,49,14
2008,female,yes,NA,13-15 yrs,8,NA,14
2008,female,no,40-49,16 yrs,4,42,16
2008,female,yes,40-49,<12 yrs,5,41,11
2008,male,yes,30-39,13-15 yrs,4,38,13
2008,female,yes,40-49,13-15 yrs,10,49,14
2008,female,yes,60+,<12 yrs,8,75,11
2008,female,yes,18-29,13-15 yrs,5,21,14
2008,female,yes,60+,13-15 yrs,9,72,14
2008,female,yes,60+,12 yrs,5,78,12
2008,female,yes,30-39,12 yrs,7,33,12
2008,female,yes,30-39,>16 yrs,5,30,17
2008,female,yes,18-29,13-15 yrs,6,29,15
2008,female,yes,40-49,>16 yrs,7,47,18
2008,male,yes,40-49,12 yrs,3,49,12
2008,female,yes,50-59,13-15 yrs,10,54,14
2010,male,no,30-39,16 yrs,6,31,16
2010,female,yes,18-29,16 yrs,9,23,16
2010,female,no,60+,<12 yrs,NA,71,8
2010,female,no,60+,<12 yrs,3,82,10
2010,male,no,40-49,<12 yrs,NA,40,6
2010,female,yes,60+,13-15 yrs,8,80,15
2010,female,no,NA,13-15 yrs,NA,NA,14
2010,female,yes,30-39,13-15 yrs,6,31,14
2010,male,yes,18-29,13-15 yrs,4,21,13
2010,male,yes,50-59,12 yrs,5,58,12
2010,female,yes,30-39,13-15 yrs,NA,36,13
2010,female,yes,50-59,<12 yrs,6,57,10
2010,female,yes,60+,13-15 yrs,4,80,14
2010,female,yes,60+,<12 yrs,NA,84,9
2010,male,yes,30-39,16 yrs,6,35,16
2010,male,yes,40-49,12 yrs,6,49,12
2010,male,yes,50-59,13-15 yrs,NA,56,13
2010,female,yes,60+,<12 yrs,NA,88,10
2010,female,yes,18-29,<12 yrs,3,23,10
2010,female,no,30-39,>16 yrs,8,35,17
2010,female,yes,18-29,13-15 yrs,5,21,15
2010,female,yes,18-29,13-15 yrs,10,21,14
2010,female,yes,30-39,16 yrs,8,33,16
2010,female,yes,50-59,16 yrs,9,53,16
2010,male,yes,60+,13-15 yrs,NA,75,15
2010,male,yes,50-59,13-15 yrs,7,57,15
2010,male,yes,40-49,>16 yrs,10,43,18
2010,male,no,50-59,16 yrs,3,53,16
2010,female,yes,60+,13-15 yrs,8,83,13
2010,male,yes,60+,>16 yrs,9,69,18
2010,male,yes,30-39,>16 yrs,8,33,18
2010,female,yes,18-29,13-15 yrs,NA,23,13
2010,male,yes,18-29,>16 yrs,3,25,17
2010,female,no,60+,>16 yrs,NA,66,19
2010,male,yes,18-29,13-15 yrs,5,20,13
2010,male,yes,40-49,12 yrs,NA,45,12
2010,female,no,40-49,12 yrs,2,40,12
2010,male,yes,60+,13-15 yrs,8,60,15
2010,male,yes,40-49,16 yrs,6,49,16
2010,female,no,60+,>16 yrs,9,63,20
2010,male,yes,60+,16 yrs,5,72,16
2010,female,yes,18-29,13-15 yrs,1,21,13
2010,female,yes,18-29,16 yrs,9,26,16
2010,male,no,30-39,16 yrs,5,31,16
2010,female,no,40-49,13-15 yrs,6,41,14
2010,female,yes,60+,<12 yrs,NA,84,6
2010,male,yes,30-39,16 yrs,9,34,16
2010,male,yes,40-49,12 yrs,6,45,12
2010,male,yes,18-29,<12 yrs,6,28,9
2010,male,yes,40-49,12 yrs,7,46,12
2010,female,yes,50-59,13-15 yrs,6,50,13
2010,male,yes,50-59,13-15 yrs,5,53,14
2010,female,yes,30-39,13-15 yrs,5,39,14
2010,female,yes,40-49,16 yrs,9,40,16
2010,female,yes,40-49,12 yrs,5,44,12
2010,male,yes,50-59,12 yrs,6,58,12
2010,male,yes,40-49,13-15 yrs,8,46,14
2010,female,yes,40-49,>16 yrs,7,48,18
2010,male,yes,60+,12 yrs,5,88,12
2010,male,yes,30-39,12 yrs,4,38,12
2010,female,yes,18-29,13-15 yrs,2,22,14
2010,female,yes,40-49,16 yrs,6,41,16
2010,male,yes,60+,12 yrs,6,60,12
2010,female,no,60+,<12 yrs,8,80,6
2010,female,no,40-49,16 yrs,6,43,16
2010,female,yes,30-39,16 yrs,NA,31,16
2010,female,yes,30-39,16 yrs,6,39,16
2010,male,no,18-29,12 yrs,2,20,12
2010,female,yes,40-49,13-15 yrs,NA,45,14
2010,female,yes,60+,16 yrs,10,69,16
2010,male,no,30-39,<12 yrs,5,31,11
2010,female,no,50-59,12 yrs,NA,59,12
2010,female,yes,50-59,13-15 yrs,5,50,13
2010,male,yes,50-59,16 yrs,6,51,16
2010,female,yes,60+,12 yrs,7,68,12
2010,male,yes,60+,>16 yrs,9,61,20
2010,female,yes,50-59,16 yrs,8,50,16
2010,female,yes,50-59,16 yrs,7,51,16
2010,female,yes,40-49,>16 yrs,7,43,18
2010,male,yes,18-29,<12 yrs,5,19,11
2010,female,yes,40-49,13-15 yrs,3,44,13
2010,male,yes,50-59,16 yrs,6,59,16
2010,male,yes,30-39,16 yrs,NA,36,16
2010,female,no,40-49,>16 yrs,8,46,20
2010,female,no,30-39,12 yrs,7,33,12
2010,female,no,18-29,<12 yrs,4,21,9
2010,female,yes,18-29,13-15 yrs,9,24,13
2010,female,no,18-29,13-15 yrs,4,27,15
2010,male,yes,60+,13-15 yrs,7,68,14
2010,female,yes,60+,>16 yrs,9,80,18
2010,male,no,60+,>16 yrs,9,72,18
2010,male,no,18-29,<12 yrs,3,24,10
2010,male,no,40-49,<12 yrs,6,45,8
2010,male,no,50-59,<12 yrs,7,52,8
2010,male,no,40-49,<12 yrs,5,42,3
2010,male,yes,40-49,<12 yrs,7,42,11
2010,female,yes,30-39,12 yrs,7,35,12
2010,male,no,60+,16 yrs,6,66,16
2010,male,yes,18-29,13-15 yrs,7,28,15
2010,female,yes,30-39,13-15 yrs,6,39,14
2010,male,yes,40-49,16 yrs,8,48,16
2010,female,no,40-49,>16 yrs,4,49,20
2010,male,yes,18-29,12 yrs,8,20,12
2010,female,no,60+,<12 yrs,NA,70,2
2010,male,no,40-49,<12 yrs,2,42,6
2010,male,no,30-39,<12 yrs,6,35,9
2010,male,no,60+,>16 yrs,3,68,20
2010,male,yes,30-39,13-15 yrs,4,30,13
2010,male,no,18-29,<12 yrs,4,25,9
2010,male,no,30-39,<12 yrs,3,36,6
2010,female,yes,50-59,12 yrs,6,54,12
2010,male,no,50-59,13-15 yrs,7,58,15
2010,female,no,50-59,12 yrs,3,55,12
2010,male,yes,18-29,16 yrs,8,29,16
2010,female,no,18-29,13-15 yrs,5,20,14
2010,female,yes,40-49,>16 yrs,8,40,19
2010,male,yes,18-29,13-15 yrs,5,23,14
2010,female,no,18-29,13-15 yrs,1,20,13
2010,male,yes,18-29,>16 yrs,6,24,17
2010,male,yes,18-29,12 yrs,5,29,12
2010,male,yes,18-29,12 yrs,8,24,12
2010,male,yes,50-59,16 yrs,9,52,16
2010,female,no,50-59,12 yrs,5,51,12
2010,female,yes,60+,13-15 yrs,10,64,14
2010,female,yes,18-29,>16 yrs,6,23,17
2010,male,yes,30-39,>16 yrs,8,34,17
2010,female,yes,18-29,16 yrs,8,29,16
2010,female,yes,18-29,>16 yrs,8,28,19
2010,female,yes,30-39,13-15 yrs,6,39,15
2010,female,yes,18-29,<12 yrs,6,24,11
2010,male,yes,18-29,16 yrs,6,24,16
2010,male,yes,18-29,16 yrs,10,25,16
2010,female,yes,40-49,16 yrs,8,41,16
2010,male,no,30-39,13-15 yrs,7,37,15
2010,male,yes,18-29,13-15 yrs,7,28,13
2010,female,yes,30-39,>16 yrs,10,30,20
2010,male,yes,60+,16 yrs,6,67,16
2010,female,no,60+,>16 yrs,10,64,18
2010,male,yes,60+,>16 yrs,7,80,20
2010,male,NA,18-29,13-15 yrs,4,24,14
2010,female,yes,60+,>16 yrs,4,89,17
2010,female,yes,60+,<12 yrs,8,61,2
2010,male,yes,30-39,12 yrs,4,35,12
2010,male,yes,40-49,12 yrs,8,44,12
2010,female,yes,60+,13-15 yrs,5,60,13
2010,male,yes,18-29,13-15 yrs,6,28,14
2010,male,no,30-39,>16 yrs,7,38,17
2010,female,yes,30-39,16 yrs,8,34,16
2010,female,yes,18-29,<12 yrs,2,18,11
2010,female,yes,18-29,12 yrs,3,29,12
2010,female,no,30-39,<12 yrs,1,32,6
2010,female,yes,60+,>16 yrs,5,63,18
2010,female,yes,60+,12 yrs,7,80,12
2010,male,yes,50-59,16 yrs,10,52,16
2010,male,no,30-39,>16 yrs,8,35,20
2010,female,yes,40-49,>16 yrs,9,41,17
2010,male,yes,60+,>16 yrs,10,60,17
2010,male,yes,50-59,12 yrs,2,55,12
2010,male,yes,18-29,13-15 yrs,5,23,14
2010,female,yes,18-29,16 yrs,7,22,16
2010,male,no,50-59,>16 yrs,10,55,20
2010,male,no,60+,16 yrs,4,75,16
2010,male,yes,60+,13-15 yrs,8,66,14
2010,male,yes,60+,12 yrs,3,79,12
2010,female,yes,18-29,>16 yrs,5,29,17
2010,female,yes,40-49,13-15 yrs,9,48,15
2010,female,yes,30-39,<12 yrs,8,35,11
2010,female,yes,40-49,16 yrs,6,46,16
2010,female,yes,40-49,16 yrs,8,40,16
2010,male,yes,50-59,>16 yrs,10,59,19
2010,female,yes,60+,12 yrs,NA,80,12
2010,female,yes,60+,12 yrs,8,72,12
2010,female,yes,60+,13-15 yrs,7,65,13
2010,female,yes,40-49,>16 yrs,10,43,20
2010,female,yes,60+,12 yrs,6,73,12
2010,female,yes,18-29,13-15 yrs,6,27,14
2010,male,yes,60+,16 yrs,10,73,16
2010,male,yes,50-59,>16 yrs,6,51,18
2010,male,yes,18-29,13-15 yrs,7,21,15
2010,female,yes,30-39,<12 yrs,2,30,7
2010,female,yes,40-49,12 yrs,9,45,12
2010,female,yes,60+,13-15 yrs,9,79,13
2010,female,yes,18-29,13-15 yrs,8,19,14
2010,male,yes,60+,16 yrs,8,76,16
2010,female,yes,60+,16 yrs,7,70,16
2010,male,yes,40-49,16 yrs,9,47,16
2010,female,yes,50-59,>16 yrs,9,57,17
2010,female,yes,60+,16 yrs,5,75,16
2010,female,no,40-49,16 yrs,6,45,16
2010,female,yes,18-29,12 yrs,5,29,12
2010,male,no,30-39,<12 yrs,6,38,10
2010,female,yes,18-29,12 yrs,6,25,12
2010,female,no,30-39,16 yrs,7,37,16
2010,male,yes,60+,16 yrs,7,62,16
2010,male,yes,40-49,16 yrs,6,47,16
2010,female,yes,40-49,13-15 yrs,7,48,13
2010,male,yes,40-49,12 yrs,5,49,12
2010,male,yes,18-29,13-15 yrs,7,20,13
2010,male,yes,18-29,>16 yrs,8,24,17
2010,male,yes,18-29,16 yrs,5,24,16
2010,male,yes,18-29,>16 yrs,7,27,19
2010,female,yes,50-59,16 yrs,7,54,16
2010,female,yes,60+,>16 yrs,10,64,17
2010,male,yes,60+,13-15 yrs,6,73,13
2010,male,yes,30-39,12 yrs,3,30,12
2010,female,yes,50-59,13-15 yrs,6,53,13
2010,male,yes,30-39,13-15 yrs,6,39,15
2010,male,yes,30-39,13-15 yrs,6,39,13
2010,male,yes,50-59,12 yrs,4,50,12
2010,male,no,60+,>16 yrs,4,65,20
2010,female,yes,50-59,12 yrs,7,51,12
2010,female,yes,18-29,12 yrs,7,20,12
2010,male,no,50-59,12 yrs,3,50,12
2010,female,yes,60+,12 yrs,7,72,12
2010,male,yes,60+,13-15 yrs,5,68,13
2010,male,yes,40-49,13-15 yrs,9,41,14
2010,male,no,60+,16 yrs,6,62,16
2010,female,yes,30-39,16 yrs,8,39,16
2010,male,no,40-49,<12 yrs,3,46,8
2010,male,yes,40-49,16 yrs,8,45,16
2010,female,no,60+,<12 yrs,4,77,6
2010,male,yes,40-49,>16 yrs,4,48,20
2010,male,yes,60+,13-15 yrs,10,65,13
2010,female,yes,60+,12 yrs,3,79,12
2010,male,yes,50-59,12 yrs,5,51,12
2010,female,no,30-39,16 yrs,5,38,16
2010,male,yes,40-49,12 yrs,6,47,12
2010,female,yes,40-49,12 yrs,6,40,12
2010,male,yes,50-59,13-15 yrs,10,56,14
2010,female,no,40-49,12 yrs,3,43,12
2010,female,yes,30-39,<12 yrs,3,37,10
2010,male,yes,18-29,<12 yrs,5,29,10
2010,female,yes,60+,12 yrs,3,79,12
2010,male,yes,18-29,12 yrs,4,20,12
2010,male,no,18-29,13-15 yrs,7,27,14
2010,female,no,60+,12 yrs,2,85,12
2010,female,yes,18-29,<12 yrs,5,29,9
2010,male,yes,30-39,12 yrs,4,30,12
2010,female,no,60+,13-15 yrs,5,80,14
2010,female,yes,30-39,<12 yrs,6,38,8
2010,female,no,30-39,13-15 yrs,4,35,13
2010,male,yes,30-39,<12 yrs,1,32,4
2010,female,yes,60+,>16 yrs,10,67,20
2010,male,yes,50-59,16 yrs,7,55,16
2010,female,yes,40-49,12 yrs,6,40,12
2010,male,yes,60+,16 yrs,10,81,16
2010,female,yes,50-59,13-15 yrs,8,56,14
2010,male,yes,18-29,13-15 yrs,4,19,13
2010,male,yes,18-29,16 yrs,6,27,16
2010,male,yes,18-29,12 yrs,2,18,12
2010,female,yes,30-39,>16 yrs,3,35,20
2010,male,yes,50-59,12 yrs,3,51,12
2010,female,yes,18-29,<12 yrs,6,19,10
2010,male,yes,50-59,13-15 yrs,9,50,13
2010,female,yes,50-59,16 yrs,10,53,16
2010,female,yes,50-59,13-15 yrs,7,53,13
2010,male,yes,60+,13-15 yrs,10,67,13
2010,female,yes,40-49,12 yrs,6,40,12
2010,male,yes,50-59,16 yrs,9,59,16
2010,female,yes,50-59,13-15 yrs,4,54,14
2010,male,yes,50-59,12 yrs,4,55,12
2010,male,yes,60+,13-15 yrs,6,66,14
2010,male,yes,40-49,12 yrs,3,43,12
2010,male,no,60+,<12 yrs,3,69,4
2010,female,no,40-49,13-15 yrs,6,46,14
2010,male,no,60+,<12 yrs,2,72,5
2010,female,no,60+,12 yrs,1,60,12
2010,female,yes,30-39,13-15 yrs,6,30,15
2010,female,no,40-49,>16 yrs,6,41,17
2010,female,no,30-39,13-15 yrs,6,38,15
2010,female,yes,60+,12 yrs,7,70,12
2010,male,yes,50-59,12 yrs,4,54,12
2010,male,yes,60+,>16 yrs,10,65,19
2010,female,yes,18-29,12 yrs,6,20,12
2010,female,yes,40-49,12 yrs,6,48,12
2010,male,yes,50-59,12 yrs,4,59,12
2010,male,yes,40-49,13-15 yrs,NA,43,14
2010,male,yes,60+,>16 yrs,6,67,17
2010,female,yes,60+,13-15 yrs,8,65,14
2010,female,yes,18-29,<12 yrs,3,21,10
2010,female,yes,50-59,13-15 yrs,7,59,14
2010,female,yes,50-59,12 yrs,5,54,12
2010,female,yes,60+,13-15 yrs,6,62,14
2010,male,yes,40-49,<12 yrs,5,47,11
2010,female,yes,50-59,13-15 yrs,6,51,13
2010,male,yes,50-59,<12 yrs,8,54,10
2010,female,yes,60+,<12 yrs,8,89,10
2010,male,yes,40-49,12 yrs,2,45,12
2010,male,yes,60+,16 yrs,8,62,16
2010,female,yes,60+,12 yrs,5,70,12
2010,male,yes,18-29,16 yrs,8,28,16
2010,female,yes,40-49,16 yrs,6,44,16
2010,male,yes,30-39,<12 yrs,6,33,9
2010,female,no,18-29,<12 yrs,7,25,11
